"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Haringey","E09000014","Upper tier local authority","2020-03-09",2,3
"Warwickshire","E10000031","Upper tier local authority","2020-03-09",1,8
"Rochdale","E08000005","Upper tier local authority","2020-03-09",1,1
"North Tyneside","E08000022","Upper tier local authority","2020-03-09",1,2
"England","E92000001","Country","2020-03-09",125,564
"Lambeth","E09000022","Upper tier local authority","2020-03-09",2,7
"Brent","E09000005","Upper tier local authority","2020-03-09",3,6
"Dudley","E08000027","Upper tier local authority","2020-03-09",2,3
"Hackney","E09000012","Upper tier local authority","2020-03-09",2,5
"Birmingham","E08000025","Upper tier local authority","2020-03-09",1,5
"County Durham","E06000047","Upper tier local authority","2020-03-09",1,1
"North West","E12000002","Region","2020-03-09",7,54
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-09",2,3
"Worcestershire","E10000034","Upper tier local authority","2020-03-09",2,3
"Newham","E09000025","Upper tier local authority","2020-03-09",1,1
"Leeds","E08000035","Upper tier local authority","2020-03-09",3,8
"Leicestershire","E10000018","Upper tier local authority","2020-03-09",3,7
"North Yorkshire","E10000023","Upper tier local authority","2020-03-09",1,3
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-09",1,2
"Portsmouth","E06000044","Upper tier local authority","2020-03-09",1,1
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-09",2,3
"Warrington","E06000007","Upper tier local authority","2020-03-09",1,1
"Oxfordshire","E10000025","Upper tier local authority","2020-03-09",3,12
"Derbyshire","E10000007","Upper tier local authority","2020-03-09",3,11
"Gloucestershire","E10000013","Upper tier local authority","2020-03-09",1,5
"Staffordshire","E10000028","Upper tier local authority","2020-03-09",1,5
"Shropshire","E06000051","Upper tier local authority","2020-03-09",1,3
"South East","E12000008","Region","2020-03-09",24,89
"Bexley","E09000004","Upper tier local authority","2020-03-09",2,2
"South West","E12000009","Region","2020-03-09",5,54
"East Midlands","E12000004","Region","2020-03-09",10,42
"North East","E12000001","Region","2020-03-09",3,10
"Manchester","E08000003","Upper tier local authority","2020-03-09",2,6
"Hampshire","E10000014","Upper tier local authority","2020-03-09",7,17
"Camden","E09000007","Upper tier local authority","2020-03-09",1,7
"Southwark","E09000028","Upper tier local authority","2020-03-09",7,18
"Croydon","E09000008","Upper tier local authority","2020-03-09",1,2
"Kent","E10000016","Upper tier local authority","2020-03-09",2,9
"Havering","E09000016","Upper tier local authority","2020-03-09",1,3
"Sefton","E08000014","Upper tier local authority","2020-03-09",1,1
"Bromley","E09000006","Upper tier local authority","2020-03-09",1,3
"Wandsworth","E09000032","Upper tier local authority","2020-03-09",2,7
"Slough","E06000039","Upper tier local authority","2020-03-09",1,5
"Kirklees","E08000034","Upper tier local authority","2020-03-09",1,1
"Lancashire","E10000017","Upper tier local authority","2020-03-09",1,5
"Westminster","E09000033","Upper tier local authority","2020-03-09",6,18
"Sutton","E09000029","Upper tier local authority","2020-03-09",1,4
"Enfield","E09000010","Upper tier local authority","2020-03-10",5,9
"West Midlands","E12000005","Region","2020-03-10",19,56
"Westminster","E09000033","Upper tier local authority","2020-03-10",6,24
"Suffolk","E10000029","Upper tier local authority","2020-03-10",2,3
"Kirklees","E08000034","Upper tier local authority","2020-03-10",1,2
"Reading","E06000038","Upper tier local authority","2020-03-10",1,2
"Cheshire East","E06000049","Upper tier local authority","2020-03-10",1,1
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-10",2,3
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-10",3,5
"Isle of Wight","E06000046","Upper tier local authority","2020-03-10",1,2
"Kent","E10000016","Upper tier local authority","2020-03-10",4,13
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-10",2,5
"South West","E12000009","Region","2020-03-10",10,64
"Wandsworth","E09000032","Upper tier local authority","2020-03-10",9,16
"Bromley","E09000006","Upper tier local authority","2020-03-10",2,5
"North East","E12000001","Region","2020-03-10",4,14
"Hounslow","E09000018","Upper tier local authority","2020-03-10",2,6
"Doncaster","E08000017","Upper tier local authority","2020-03-10",2,2
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-10",1,1
"Manchester","E08000003","Upper tier local authority","2020-03-10",1,7
"Somerset","E10000027","Upper tier local authority","2020-03-10",2,3
"Salford","E08000006","Upper tier local authority","2020-03-10",1,1
"East Midlands","E12000004","Region","2020-03-10",12,54
"Southwark","E09000028","Upper tier local authority","2020-03-10",6,24
"Hampshire","E10000014","Upper tier local authority","2020-03-10",2,19
"Greenwich","E09000011","Upper tier local authority","2020-03-10",3,4
"Bexley","E09000004","Upper tier local authority","2020-03-10",2,4
"Thurrock","E06000034","Upper tier local authority","2020-03-10",1,1
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-10",2,4
"Shropshire","E06000051","Upper tier local authority","2020-03-10",2,5
"Oxfordshire","E10000025","Upper tier local authority","2020-03-10",6,18
"Staffordshire","E10000028","Upper tier local authority","2020-03-10",1,6
"Liverpool","E08000012","Upper tier local authority","2020-03-10",1,6
"South East","E12000008","Region","2020-03-10",34,123
"Derbyshire","E10000007","Upper tier local authority","2020-03-10",2,13
"Ealing","E09000009","Upper tier local authority","2020-03-10",5,13
"Walsall","E08000030","Upper tier local authority","2020-03-10",1,2
"Stockport","E08000007","Upper tier local authority","2020-03-10",1,3
"Dudley","E08000027","Upper tier local authority","2020-03-10",1,4
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-10",2,6
"Islington","E09000019","Upper tier local authority","2020-03-10",2,4
"Hackney","E09000012","Upper tier local authority","2020-03-10",1,6
"Hillingdon","E09000017","Upper tier local authority","2020-03-10",2,8
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-10",2,2
"Newham","E09000025","Upper tier local authority","2020-03-10",1,2
"Brent","E09000005","Upper tier local authority","2020-03-10",4,10
"England","E92000001","Country","2020-03-10",225,789
"Lewisham","E09000023","Upper tier local authority","2020-03-10",1,4
"Birmingham","E08000025","Upper tier local authority","2020-03-10",4,9
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-10",1,5
"Haringey","E09000014","Upper tier local authority","2020-03-10",3,6
"North West","E12000002","Region","2020-03-10",15,69
"Oldham","E08000004","Upper tier local authority","2020-03-10",2,6
"Sutton","E09000029","Upper tier local authority","2020-03-10",2,6
"North Yorkshire","E10000023","Upper tier local authority","2020-03-10",2,5
"Warwickshire","E10000031","Upper tier local authority","2020-03-10",3,11
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-10",2,2
"Plymouth","E06000026","Upper tier local authority","2020-03-10",1,1
"Yorkshire and The Humber","E12000003","Region","2020-03-10",18,53
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-10",1,7
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-10",1,1
"Tameside","E08000008","Upper tier local authority","2020-03-10",1,2
"Norfolk","E10000020","Upper tier local authority","2020-03-10",1,1
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-10",1,9
"Lincolnshire","E10000019","Upper tier local authority","2020-03-10",4,7
"Derby","E06000015","Upper tier local authority","2020-03-10",2,3
"Rochdale","E08000005","Upper tier local authority","2020-03-10",1,2
"Trafford","E08000009","Upper tier local authority","2020-03-10",3,7
"York","E06000014","Upper tier local authority","2020-03-10",1,3
"Worcestershire","E10000034","Upper tier local authority","2020-03-10",3,6
"Bristol, City of","E06000023","Upper tier local authority","2020-03-10",1,4
"Wokingham","E06000041","Upper tier local authority","2020-03-10",2,5
"Dorset","E06000059","Upper tier local authority","2020-03-10",1,1
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-10",3,9
"Southampton","E06000045","Upper tier local authority","2020-03-10",2,3
"Surrey","E10000030","Upper tier local authority","2020-03-10",5,16
"Bradford","E08000032","Upper tier local authority","2020-03-10",2,3
"Wolverhampton","E08000031","Upper tier local authority","2020-03-10",3,8
"Hertfordshire","E10000015","Upper tier local authority","2020-03-10",5,26
"Harrow","E09000015","Upper tier local authority","2020-03-10",1,7
"Devon","E10000008","Upper tier local authority","2020-03-10",1,21
"Wiltshire","E06000054","Upper tier local authority","2020-03-10",1,5
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-10",2,3
"Essex","E10000012","Upper tier local authority","2020-03-10",2,8
"Merton","E09000024","Upper tier local authority","2020-03-10",6,10
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-10",7,14
"East of England","E12000006","Region","2020-03-10",16,50
"Sheffield","E08000019","Upper tier local authority","2020-03-10",6,18
"Calderdale","E08000033","Upper tier local authority","2020-03-10",1,1
"Lambeth","E09000022","Upper tier local authority","2020-03-10",8,15
"London","E12000007","Region","2020-03-10",91,277
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-10",2,10
"Nottingham","E06000018","Upper tier local authority","2020-03-10",3,7
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-10",10,33
"Rotherham","E08000018","Upper tier local authority","2020-03-10",1,4
"Camden","E09000007","Upper tier local authority","2020-03-10",2,9
"Blackpool","E06000009","Upper tier local authority","2020-03-10",1,1
"Barnet","E09000003","Upper tier local authority","2020-03-10",3,16
"Yorkshire and The Humber","E12000003","Region","2020-03-11",10,63
"Warwickshire","E10000031","Upper tier local authority","2020-03-11",2,13
"Leeds","E08000035","Upper tier local authority","2020-03-11",3,11
"Hampshire","E10000014","Upper tier local authority","2020-03-11",9,28
"Manchester","E08000003","Upper tier local authority","2020-03-11",1,8
"West Sussex","E10000032","Upper tier local authority","2020-03-11",2,7
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-11",1,3
"Lancashire","E10000017","Upper tier local authority","2020-03-11",2,7
"Norfolk","E10000020","Upper tier local authority","2020-03-11",1,2
"Westminster","E09000033","Upper tier local authority","2020-03-11",14,38
"North West","E12000002","Region","2020-03-11",17,86
"Sandwell","E08000028","Upper tier local authority","2020-03-11",2,2
"Bexley","E09000004","Upper tier local authority","2020-03-11",4,8
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-11",1,8
"West Midlands","E12000005","Region","2020-03-11",40,96
"St. Helens","E08000013","Upper tier local authority","2020-03-11",1,1
"Enfield","E09000010","Upper tier local authority","2020-03-11",2,11
"East of England","E12000006","Region","2020-03-11",14,64
"Newham","E09000025","Upper tier local authority","2020-03-11",3,5
"Somerset","E10000027","Upper tier local authority","2020-03-11",2,5
"Bromley","E09000006","Upper tier local authority","2020-03-11",5,10
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-11",3,6
"Barnsley","E08000016","Upper tier local authority","2020-03-11",1,4
"Thurrock","E06000034","Upper tier local authority","2020-03-11",1,2
"Stockport","E08000007","Upper tier local authority","2020-03-11",2,5
"Walsall","E08000030","Upper tier local authority","2020-03-11",5,7
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-11",1,4
"Ealing","E09000009","Upper tier local authority","2020-03-11",10,23
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-11",4,18
"Staffordshire","E10000028","Upper tier local authority","2020-03-11",1,7
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-11",1,4
"Solihull","E08000029","Upper tier local authority","2020-03-11",1,1
"Islington","E09000019","Upper tier local authority","2020-03-11",2,6
"Hillingdon","E09000017","Upper tier local authority","2020-03-11",2,10
"Hackney","E09000012","Upper tier local authority","2020-03-11",8,14
"Wiltshire","E06000054","Upper tier local authority","2020-03-11",3,8
"Wakefield","E08000036","Upper tier local authority","2020-03-11",1,1
"Oxfordshire","E10000025","Upper tier local authority","2020-03-11",5,23
"Camden","E09000007","Upper tier local authority","2020-03-11",10,19
"Harrow","E09000015","Upper tier local authority","2020-03-11",5,12
"Cheshire East","E06000049","Upper tier local authority","2020-03-11",1,2
"Shropshire","E06000051","Upper tier local authority","2020-03-11",7,12
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-11",10,43
"Kent","E10000016","Upper tier local authority","2020-03-11",3,16
"Birmingham","E08000025","Upper tier local authority","2020-03-11",6,15
"Kirklees","E08000034","Upper tier local authority","2020-03-11",1,3
"Bolton","E08000001","Upper tier local authority","2020-03-11",2,5
"Leicestershire","E10000018","Upper tier local authority","2020-03-11",4,11
"East Sussex","E10000011","Upper tier local authority","2020-03-11",3,3
"Rochdale","E08000005","Upper tier local authority","2020-03-11",1,3
"Suffolk","E10000029","Upper tier local authority","2020-03-11",1,4
"England","E92000001","Country","2020-03-11",365,1154
"Medway","E06000035","Upper tier local authority","2020-03-11",4,7
"Worcestershire","E10000034","Upper tier local authority","2020-03-11",4,10
"Greenwich","E09000011","Upper tier local authority","2020-03-11",4,8
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-11",1,3
"Slough","E06000039","Upper tier local authority","2020-03-11",5,10
"Derbyshire","E10000007","Upper tier local authority","2020-03-11",6,19
"Wolverhampton","E08000031","Upper tier local authority","2020-03-11",5,13
"Wandsworth","E09000032","Upper tier local authority","2020-03-11",10,26
